projeto_id,projeto_nome,projeto_setor,projeto_macrossetor,projeto_impacto,projeto_status,projeto_alcance-geografico,projeto_publico-alvo,proponente_id,proponente_nome,proponente_empresa,proponente_atuacao,proponente_cargo,avaliador_id,avaliador_nome,avaliador_empresa,avaliador_atuacao,avaliador_cargo,avaliacao
563,Programa Empoderamento na Natura,Social,Serviços Sociais,Econômico,Em planejamento,Nacional,Funcionários e Empresas,563,Jaires Jamandas Vasques Quinterno,Philips,Saúde e Tecnologia,CLO,925,Elivania Lago Maciel Garrido,Google,Tecnologia,CCO,5
564,Desenvolvimento de Líderes para inclusão de PCDs,Educação,Educação,Social,Em andamento,Local,Funcionários,564,Germiro Estrela Azeredo Jesus,Philips,Saúde e Tecnologia,CTO,282,Tairana Araújo,Amazon,Monitoramento Ambiental,CMO,1
564,Desenvolvimento de Líderes para inclusão de PCDs,Educação,Educação,Social,Em andamento,Local,Funcionários,564,Germiro Estrela Azeredo Jesus,Philips,Saúde e Tecnologia,CTO,361,Dacielma Mendonça,WWF,Conservação Ambiental,CLO,1
564,Desenvolvimento de Líderes para inclusão de PCDs,Educação,Educação,Social,Em andamento,Local,Funcionários,564,Germiro Estrela Azeredo Jesus,Philips,Saúde e Tecnologia,CTO,416,Jocenando Milhães Vieira,Tesla,Automotiva,CLO,1
564,Desenvolvimento de Líderes para inclusão de PCDs,Educação,Educação,Social,Em andamento,Local,Funcionários,564,Germiro Estrela Azeredo Jesus,Philips,Saúde e Tecnologia,CTO,908,Waldines Brasil Monjardim Carvalhosa,Junior Achievement,Educação e Empreendedorismo,CLO,1
564,Desenvolvimento de Líderes para inclusão de PCDs,Educação,Educação,Social,Em andamento,Local,Funcionários,564,Germiro Estrela Azeredo Jesus,Philips,Saúde e Tecnologia,CTO,1090,Atarcisio Mena Pedro,Fundação Bill e Melinda Gates,Filantropia,CHRO,1
564,Desenvolvimento de Líderes para inclusão de PCDs,Educação,Educação,Social,Em andamento,Local,Funcionários,564,Germiro Estrela Azeredo Jesus,Philips,Saúde e Tecnologia,CTO,1288,Mardson Gomes Rua,Siemens,Transporte e logística,CFO,1
565,Vínculos Vitais,Social,Serviços Sociais,Social,Em planejamento,Local,Empresas,565,Vanielle Vasconcelos Sacadura,Philips,Saúde e Tecnologia,COO,295,Juli Saltão,Glass Recycling Company,Reciclagem de Vidro,COO,4
565,Vínculos Vitais,Social,Serviços Sociais,Social,Em planejamento,Local,Empresas,565,Vanielle Vasconcelos Sacadura,Philips,Saúde e Tecnologia,COO,315,Marlise Lopes,NVIDIA,Tecnologia,CLO,4
565,Vínculos Vitais,Social,Serviços Sociais,Social,Em planejamento,Local,Empresas,565,Vanielle Vasconcelos Sacadura,Philips,Saúde e Tecnologia,COO,354,Elieverson Coronel Quental,Siemens,Tecnologia e Engenharia,CLO,5
565,Vínculos Vitais,Social,Serviços Sociais,Social,Em planejamento,Local,Empresas,565,Vanielle Vasconcelos Sacadura,Philips,Saúde e Tecnologia,COO,414,Alexsander Vilaverde Inês Leiria,MIT,Educação e Pesquisa,COO,4
565,Vínculos Vitais,Social,Serviços Sociais,Social,Em planejamento,Local,Empresas,565,Vanielle Vasconcelos Sacadura,Philips,Saúde e Tecnologia,COO,526,Ziza Rangel,Samsung,Tecnologia,CFO,4
565,Vínculos Vitais,Social,Serviços Sociais,Social,Em planejamento,Local,Empresas,565,Vanielle Vasconcelos Sacadura,Philips,Saúde e Tecnologia,COO,1402,Audicleia Fidalgo Vilela Espírito Santo,Google,Música e cultura,CFO,4
566,Cérebro Saudável,Saúde,Saúde e Bem-estar,Social,Em planejamento,Local,Empresas,566,Jasse Telinhos Nazário Talhão,Philips,Saúde e Tecnologia,CMO,80,Cildo Gois,WWF,Conservação Ambiental,CEO,4
566,Cérebro Saudável,Saúde,Saúde e Bem-estar,Social,Em planejamento,Local,Empresas,566,Jasse Telinhos Nazário Talhão,Philips,Saúde e Tecnologia,CMO,84,Jamie Silvestre Rangel,Tesla,Energia Renovável,CCO,5
566,Cérebro Saudável,Saúde,Saúde e Bem-estar,Social,Em planejamento,Local,Empresas,566,Jasse Telinhos Nazário Talhão,Philips,Saúde e Tecnologia,CMO,441,Lucemar Lalanda,Broad Institute,Biotecnologia e Pesquisa,CTO,4
566,Cérebro Saudável,Saúde,Saúde e Bem-estar,Social,Em planejamento,Local,Empresas,566,Jasse Telinhos Nazário Talhão,Philips,Saúde e Tecnologia,CMO,729,Devisson Palhares Cortês,UNFCCC,Clima e Ambiente,CHRO,4
566,Cérebro Saudável,Saúde,Saúde e Bem-estar,Social,Em planejamento,Local,Empresas,566,Jasse Telinhos Nazário Talhão,Philips,Saúde e Tecnologia,CMO,962,Veluzia Feijó,JSL,Logística,CCO,1
566,Cérebro Saudável,Saúde,Saúde e Bem-estar,Social,Em planejamento,Local,Empresas,566,Jasse Telinhos Nazário Talhão,Philips,Saúde e Tecnologia,CMO,1031,Tatielly Ataíde,UNICEF,Educação,CTO,4
566,Cérebro Saudável,Saúde,Saúde e Bem-estar,Social,Em planejamento,Local,Empresas,566,Jasse Telinhos Nazário Talhão,Philips,Saúde e Tecnologia,CMO,1173,Prsicila Malafaia Fortes,Veolia,Gestão de resíduos,CFO,4
566,Cérebro Saudável,Saúde,Saúde e Bem-estar,Social,Em planejamento,Local,Empresas,566,Jasse Telinhos Nazário Talhão,Philips,Saúde e Tecnologia,CMO,1257,Shiley Rico Bulhões Barreno,Google,Educação e desenvolvimento comunitário,CMO,4
567,Karma Kinetic (Cinética do Karma),Tecnologia,Tecnologia e Inovação,"Econômico, Científico",Em planejamento,Local,"Consumidores, Empresas e Governo",567,Eliuda Rios,General Hydroponics,Agricultura,Embaixador,55,Ronilton Morão Janes,Whole Foods Market (Amazon),Varejo de Alimentos,CEO,5
567,Karma Kinetic (Cinética do Karma),Tecnologia,Tecnologia e Inovação,"Econômico, Científico",Em planejamento,Local,"Consumidores, Empresas e Governo",567,Eliuda Rios,General Hydroponics,Agricultura,Embaixador,499,Cleomarcos Taveira Franco Bencatel,Apple,Tecnologia,CFO,5
567,Karma Kinetic (Cinética do Karma),Tecnologia,Tecnologia e Inovação,"Econômico, Científico",Em planejamento,Local,"Consumidores, Empresas e Governo",567,Eliuda Rios,General Hydroponics,Agricultura,Embaixador,717,Sanda Morais Veloso Pescada,UNEP,Ambiente e Educação,COO,5
567,Karma Kinetic (Cinética do Karma),Tecnologia,Tecnologia e Inovação,"Econômico, Científico",Em planejamento,Local,"Consumidores, Empresas e Governo",567,Eliuda Rios,General Hydroponics,Agricultura,Embaixador,1184,Americe Marmou Cabeça De Vaca Matosinhos,Rolex,Relojoaria,CFO,5
568,YogaYasmim,Bem-estar,Saúde e Bem-estar,Social,Em planejamento,Local,Empresas,568,Diane Bacelar,Cigna,Saúde,Embaixador,497,Kaian Cerveira,Siemens,Tecnologia e Engenharia,Embaixador,4
568,YogaYasmim,Bem-estar,Saúde e Bem-estar,Social,Em planejamento,Local,Empresas,568,Diane Bacelar,Cigna,Saúde,Embaixador,957,Lourena Vigário Pessoa,Google,Tecnologia,CCO,1
568,YogaYasmim,Bem-estar,Saúde e Bem-estar,Social,Em planejamento,Local,Empresas,568,Diane Bacelar,Cigna,Saúde,Embaixador,1115,Lucidelia Brito,SpaceX,Aeroespacial,CLO,4
568,YogaYasmim,Bem-estar,Saúde e Bem-estar,Social,Em planejamento,Local,Empresas,568,Diane Bacelar,Cigna,Saúde,Embaixador,1289,Ardson Sequeira Borges Gomes,Siemens,Inovação em transporte,Embaixador,4
569,Arte Abstracta,Arte,Arte e Cultura,Cultural,Em planejamento,Local,"Consumidores, Empresas e Governo",569,Anatalia Dias,Siemens,Tecnologia e Engenharia,CIO,22,Georgia Mariz,Google,Tecnologia,Embaixador,4
569,Arte Abstracta,Arte,Arte e Cultura,Cultural,Em planejamento,Local,"Consumidores, Empresas e Governo",569,Anatalia Dias,Siemens,Tecnologia e Engenharia,CIO,519,Wingrid Camarinho,Siemens,Tecnologia e Engenharia,COO,4
569,Arte Abstracta,Arte,Arte e Cultura,Cultural,Em planejamento,Local,"Consumidores, Empresas e Governo",569,Anatalia Dias,Siemens,Tecnologia e Engenharia,CIO,597,Genilson Dutra Mena Leiria,Endeavor,Empreendedorismo,CMO,4
569,Arte Abstracta,Arte,Arte e Cultura,Cultural,Em planejamento,Local,"Consumidores, Empresas e Governo",569,Anatalia Dias,Siemens,Tecnologia e Engenharia,CIO,1035,Eloa Areosa Raminhos Noleto,Adobe,Tecnologia,CFO,4
569,Arte Abstracta,Arte,Arte e Cultura,Cultural,Em planejamento,Local,"Consumidores, Empresas e Governo",569,Anatalia Dias,Siemens,Tecnologia e Engenharia,CIO,1388,Stefania Mourão,Google,Tecnologia e inovação,COO,4
570,Inclusão e Pertencimento,Social,Serviços Sociais,Social,Em andamento,Nacional,"Consumidores, Empresas e Governo",570,Uoston Aleixo Jordão,Siemens,Tecnologia e Engenharia,CHRO,93,Aldiva Hipólito Paranhos,Nonprofit Organization,Cultura e Artes,CHRO,5
570,Inclusão e Pertencimento,Social,Serviços Sociais,Social,Em andamento,Nacional,"Consumidores, Empresas e Governo",570,Uoston Aleixo Jordão,Siemens,Tecnologia e Engenharia,CHRO,819,Julian Abreu Figueira Granja,Google,Tecnologia,CMO,5
570,Inclusão e Pertencimento,Social,Serviços Sociais,Social,Em andamento,Nacional,"Consumidores, Empresas e Governo",570,Uoston Aleixo Jordão,Siemens,Tecnologia e Engenharia,CHRO,1245,Iran Cabral,Siemens,Sistemas de transporte,CFO,5
571,Tempo Tranquilo,Bem-estar,Saúde e Bem-estar,Social,Em andamento,Nacional,Funcionários e Empresas,571,Desiree Matos Carvalhoso Mendes,Microsoft,Tecnologia,CMO,716,Valteir Lários,Microsoft,Tecnologia,CEO,4
571,Tempo Tranquilo,Bem-estar,Saúde e Bem-estar,Social,Em andamento,Nacional,Funcionários e Empresas,571,Desiree Matos Carvalhoso Mendes,Microsoft,Tecnologia,CMO,776,Derike Minho Batata,Google,Tecnologia,CEO,4
571,Tempo Tranquilo,Bem-estar,Saúde e Bem-estar,Social,Em andamento,Nacional,Funcionários e Empresas,571,Desiree Matos Carvalhoso Mendes,Microsoft,Tecnologia,CMO,1243,Musa Nóbrega Sítima Rosado,Siemens,Inovação em transporte público,CFO,4
572,Fausto em Finanças,Finanças,Economia e Finanças,Econômico,Em planejamento,Local,Funcionários,572,Aldeci Rijo Furtado,UNESCO,Desenvolvimento Social,CHRO,201,Belgica Gomes Furtado Ruas,Habitat for Humanity,Construção e Equidade Social,CIO,2
572,Fausto em Finanças,Finanças,Economia e Finanças,Econômico,Em planejamento,Local,Funcionários,572,Aldeci Rijo Furtado,UNESCO,Desenvolvimento Social,CHRO,282,Tairana Araújo,Amazon,Monitoramento Ambiental,CMO,2
572,Fausto em Finanças,Finanças,Economia e Finanças,Econômico,Em planejamento,Local,Funcionários,572,Aldeci Rijo Furtado,UNESCO,Desenvolvimento Social,CHRO,375,Elismara Negrão,UNESCO,Educação e Cultura,CTO,2
572,Fausto em Finanças,Finanças,Economia e Finanças,Econômico,Em planejamento,Local,Funcionários,572,Aldeci Rijo Furtado,UNESCO,Desenvolvimento Social,CHRO,407,Otassio Fitas Botica,Siemens,Tecnologia e Engenharia,CIO,2
572,Fausto em Finanças,Finanças,Economia e Finanças,Econômico,Em planejamento,Local,Funcionários,572,Aldeci Rijo Furtado,UNESCO,Desenvolvimento Social,CHRO,666,Supercilio Hipólito Basílio,BRF,Alimentos,CFO,2
572,Fausto em Finanças,Finanças,Economia e Finanças,Econômico,Em planejamento,Local,Funcionários,572,Aldeci Rijo Furtado,UNESCO,Desenvolvimento Social,CHRO,881,Equiton Leme Carrasqueira Toscano,Google,Tecnologia,CIO,2
572,Fausto em Finanças,Finanças,Economia e Finanças,Econômico,Em planejamento,Local,Funcionários,572,Aldeci Rijo Furtado,UNESCO,Desenvolvimento Social,CHRO,899,Naiani Ferraz,Google,Tecnologia,CCO,5
572,Fausto em Finanças,Finanças,Economia e Finanças,Econômico,Em planejamento,Local,Funcionários,572,Aldeci Rijo Furtado,UNESCO,Desenvolvimento Social,CHRO,1061,Carolane Cantanhede Barateiro,Samsung,Tecnologia e eletrônicos,CCO,2
572,Fausto em Finanças,Finanças,Economia e Finanças,Econômico,Em planejamento,Local,Funcionários,572,Aldeci Rijo Furtado,UNESCO,Desenvolvimento Social,CHRO,1421,Edvanderson Melancia Marques Moreira,Google,Bem-estar e inovação,CMO,2
573,Ações de Preservação de Ecossistemas Aquáticos,Sustentabilidade,Sustentabilidade,Ambiental,Em andamento,Nacional,Consumidores e Empresas,573,Evila Vilaça Mariz,UNESCO,Educação e Cultura,CHRO,59,Welen Café,Coursera,Educação,CCO,4
573,Ações de Preservação de Ecossistemas Aquáticos,Sustentabilidade,Sustentabilidade,Ambiental,Em andamento,Nacional,Consumidores e Empresas,573,Evila Vilaça Mariz,UNESCO,Educação e Cultura,CHRO,199,Liciene Álvares,Local Team Building Company,Recursos Humanos,CIO,4
573,Ações de Preservação de Ecossistemas Aquáticos,Sustentabilidade,Sustentabilidade,Ambiental,Em andamento,Nacional,Consumidores e Empresas,573,Evila Vilaça Mariz,UNESCO,Educação e Cultura,CHRO,318,Daiviane Poças,DuPont,Química,CEO,4
573,Ações de Preservação de Ecossistemas Aquáticos,Sustentabilidade,Sustentabilidade,Ambiental,Em andamento,Nacional,Consumidores e Empresas,573,Evila Vilaça Mariz,UNESCO,Educação e Cultura,CHRO,341,Devailton Meira Coimbra Cardoso,Volkswagen,Automotivo,CMO,4
573,Ações de Preservação de Ecossistemas Aquáticos,Sustentabilidade,Sustentabilidade,Ambiental,Em andamento,Nacional,Consumidores e Empresas,573,Evila Vilaça Mariz,UNESCO,Educação e Cultura,CHRO,387,Daliria Valadares Luz Doutel,Alibaba Group,E-commerce e Tecnologia,CTO,4
573,Ações de Preservação de Ecossistemas Aquáticos,Sustentabilidade,Sustentabilidade,Ambiental,Em andamento,Nacional,Consumidores e Empresas,573,Evila Vilaça Mariz,UNESCO,Educação e Cultura,CHRO,809,Lavosier Vilarinho Olivares,UN Women,Direitos Humanos,CEO,4
573,Ações de Preservação de Ecossistemas Aquáticos,Sustentabilidade,Sustentabilidade,Ambiental,Em andamento,Nacional,Consumidores e Empresas,573,Evila Vilaça Mariz,UNESCO,Educação e Cultura,CHRO,1116,Lorida Maranhão,Bill & Melinda Gates Foundation,Filantropia,Embaixador,4
573,Ações de Preservação de Ecossistemas Aquáticos,Sustentabilidade,Sustentabilidade,Ambiental,Em andamento,Nacional,Consumidores e Empresas,573,Evila Vilaça Mariz,UNESCO,Educação e Cultura,CHRO,1205,Torquata Jardim Pescada Amaral,UNESCO,Educação ambiental,CCO,4
574,XenonXilofone,Física,Ciência e Pesquisa,Científico,Em andamento,Local,Funcionários,574,Eleoteria Veleda,UNESCO,Desenvolvimento Social,CMO,199,Liciene Álvares,Local Team Building Company,Recursos Humanos,CIO,5
574,XenonXilofone,Física,Ciência e Pesquisa,Científico,Em andamento,Local,Funcionários,574,Eleoteria Veleda,UNESCO,Desenvolvimento Social,CMO,388,Rosimildo Barrocas Curado Outeiro,Microsoft,Tecnologia,CLO,4
574,XenonXilofone,Física,Ciência e Pesquisa,Científico,Em andamento,Local,Funcionários,574,Eleoteria Veleda,UNESCO,Desenvolvimento Social,CMO,400,Keslley Avelar Pais Carrilho,Greenpeace,Meio Ambiente e Conservação,CFO,4
574,XenonXilofone,Física,Ciência e Pesquisa,Científico,Em andamento,Local,Funcionários,574,Eleoteria Veleda,UNESCO,Desenvolvimento Social,CMO,569,Anatalia Dias,Siemens,Tecnologia e Engenharia,CIO,4
574,XenonXilofone,Física,Ciência e Pesquisa,Científico,Em andamento,Local,Funcionários,574,Eleoteria Veleda,UNESCO,Desenvolvimento Social,CMO,871,Edjailton Covilhã Flores,WWF,Conservação Ambiental,CEO,4
574,XenonXilofone,Física,Ciência e Pesquisa,Científico,Em andamento,Local,Funcionários,574,Eleoteria Veleda,UNESCO,Desenvolvimento Social,CMO,910,Ceia Gadelha Avelar Teixeira,Junior Achievement,Educação e Empreendedorismo,CHRO,4
574,XenonXilofone,Física,Ciência e Pesquisa,Científico,Em andamento,Local,Funcionários,574,Eleoteria Veleda,UNESCO,Desenvolvimento Social,CMO,973,Mareval Sanches,Lojas Americanas,Varejo,CHRO,4
574,XenonXilofone,Física,Ciência e Pesquisa,Científico,Em andamento,Local,Funcionários,574,Eleoteria Veleda,UNESCO,Desenvolvimento Social,CMO,1339,Mavinier Amado,Google,Educação urbana,COO,4
575,EcoAviation,Aviação Sustentável,Sustentabilidade,"Ambiental, Econômico",Em andamento,Nacional,"Consumidores, Empresas e Governo",575,Josenara Carrasqueira,Siemens,Tecnologia e Engenharia,CIO,226,Kemila Toscano Boto,Broad Institute,Pesquisa Médica,CLO,4
575,EcoAviation,Aviação Sustentável,Sustentabilidade,"Ambiental, Econômico",Em andamento,Nacional,"Consumidores, Empresas e Governo",575,Josenara Carrasqueira,Siemens,Tecnologia e Engenharia,CIO,323,Raison Zagalo,FedEx,Logística,CIO,4
575,EcoAviation,Aviação Sustentável,Sustentabilidade,"Ambiental, Econômico",Em andamento,Nacional,"Consumidores, Empresas e Governo",575,Josenara Carrasqueira,Siemens,Tecnologia e Engenharia,CIO,642,Francimeira Lindim Cabeça,Intel,Tecnologia,CMO,4
575,EcoAviation,Aviação Sustentável,Sustentabilidade,"Ambiental, Econômico",Em andamento,Nacional,"Consumidores, Empresas e Governo",575,Josenara Carrasqueira,Siemens,Tecnologia e Engenharia,CIO,727,Joiciane Cadavez,Adobe,Tecnologia,COO,4
575,EcoAviation,Aviação Sustentável,Sustentabilidade,"Ambiental, Econômico",Em andamento,Nacional,"Consumidores, Empresas e Governo",575,Josenara Carrasqueira,Siemens,Tecnologia e Engenharia,CIO,1340,Kisila Andrade Sarmento,Google,Educação empresarial,CEO,4
575,EcoAviation,Aviação Sustentável,Sustentabilidade,"Ambiental, Econômico",Em andamento,Nacional,"Consumidores, Empresas e Governo",575,Josenara Carrasqueira,Siemens,Tecnologia e Engenharia,CIO,1367,Kalil Toscano Seabra,UNEP,Sustentabilidade ambiental,CMO,4
576,Programa de Capacitação em Tecnologia para Idosos,"Educação, Tecnologia",Educação,Social,Em andamento,Nacional,"Consumidores, Empresas e Governo",576,Itamira Reino Angelim Mamouros,IBM,Tecnologia,CMO,622,Deidiane Onofre,Google,Tecnologia,CFO,2
576,Programa de Capacitação em Tecnologia para Idosos,"Educação, Tecnologia",Educação,Social,Em andamento,Nacional,"Consumidores, Empresas e Governo",576,Itamira Reino Angelim Mamouros,IBM,Tecnologia,CMO,714,Enedson Cachoeira,DeepMind,Inteligência Artificial,CFO,2
576,Programa de Capacitação em Tecnologia para Idosos,"Educação, Tecnologia",Educação,Social,Em andamento,Nacional,"Consumidores, Empresas e Governo",576,Itamira Reino Angelim Mamouros,IBM,Tecnologia,CMO,1177,Nardelio Quinta,World Bank,Desenvolvimento econômico,CCO,2
576,Programa de Capacitação em Tecnologia para Idosos,"Educação, Tecnologia",Educação,Social,Em andamento,Nacional,"Consumidores, Empresas e Governo",576,Itamira Reino Angelim Mamouros,IBM,Tecnologia,CMO,1204,Yoshiko Monsanto,FAO,Agricultura,CHRO,2
577,Zelo Zen,Desenvolvimento Pessoal,Educação,Social,Em andamento,Nacional,Funcionários,577,Joaria Quinta Veleda,IBM,Tecnologia,CIO,128,Deusimaria Eanes,WWF,Conservação Ambiental,COO,1
577,Zelo Zen,Desenvolvimento Pessoal,Educação,Social,Em andamento,Nacional,Funcionários,577,Joaria Quinta Veleda,IBM,Tecnologia,CIO,152,Suiane Toste Marinho,WWF,Conservação Ambiental,CEO,1
577,Zelo Zen,Desenvolvimento Pessoal,Educação,Social,Em andamento,Nacional,Funcionários,577,Joaria Quinta Veleda,IBM,Tecnologia,CIO,242,Zenildo Chainho,Google,Análise de Dados,CIO,1
577,Zelo Zen,Desenvolvimento Pessoal,Educação,Social,Em andamento,Nacional,Funcionários,577,Joaria Quinta Veleda,IBM,Tecnologia,CIO,554,Dartagnan Calado Freire,Tesla,Automotiva,CMO,1
577,Zelo Zen,Desenvolvimento Pessoal,Educação,Social,Em andamento,Nacional,Funcionários,577,Joaria Quinta Veleda,IBM,Tecnologia,CIO,607,Tairon Cidreira,UNESCO,Educação e Cultura,CFO,1
577,Zelo Zen,Desenvolvimento Pessoal,Educação,Social,Em andamento,Nacional,Funcionários,577,Joaria Quinta Veleda,IBM,Tecnologia,CIO,663,Erlindo Caeiro Brasil Foquiço,Fundação Palmares,Cultura e Educação,COO,1
577,Zelo Zen,Desenvolvimento Pessoal,Educação,Social,Em andamento,Nacional,Funcionários,577,Joaria Quinta Veleda,IBM,Tecnologia,CIO,1064,Margareta Martinho Lameirinhas,UNESCO,Cultural,CCO,1
578,TodosTriunfo,Educação,Educação,Social,Em andamento,Local,Funcionários,578,Licinha Vieira Rodovalho Laranjeira,IBM,Tecnologia,CEO,380,Elzivani Veiga,UNESCO,Educação e Cultura,CIO,1
578,TodosTriunfo,Educação,Educação,Social,Em andamento,Local,Funcionários,578,Licinha Vieira Rodovalho Laranjeira,IBM,Tecnologia,CEO,711,Veronica Caiado Garcia,Microsoft,Tecnologia,CIO,1
578,TodosTriunfo,Educação,Educação,Social,Em andamento,Local,Funcionários,578,Licinha Vieira Rodovalho Laranjeira,IBM,Tecnologia,CEO,899,Naiani Ferraz,Google,Tecnologia,CCO,1
578,TodosTriunfo,Educação,Educação,Social,Em andamento,Local,Funcionários,578,Licinha Vieira Rodovalho Laranjeira,IBM,Tecnologia,CEO,1107,Risele Tristão Baião Sacramento,World Health Organization,Saúde,CEO,1
578,TodosTriunfo,Educação,Educação,Social,Em andamento,Local,Funcionários,578,Licinha Vieira Rodovalho Laranjeira,IBM,Tecnologia,CEO,1157,Lairso Prada,General Electric,Engenharia,CMO,1
578,TodosTriunfo,Educação,Educação,Social,Em andamento,Local,Funcionários,578,Licinha Vieira Rodovalho Laranjeira,IBM,Tecnologia,CEO,1376,Taisia Saltão,UNICEF,Saúde pública,COO,1
578,TodosTriunfo,Educação,Educação,Social,Em andamento,Local,Funcionários,578,Licinha Vieira Rodovalho Laranjeira,IBM,Tecnologia,CEO,1409,Aurisio Loio Galante,Google,Bem-estar e saúde,Embaixador,1
579,Desafío+Transformación,Educação,Educação,Social,Em planejamento,Local,Empresas,579,Singlair Noronha Regodeiro Campos,IBM,Tecnologia,CCO,27,Claudionete Simões Vale Guerreiro,Brookdale Senior Living,Gestão de Residências Seniores,CMO,2
579,Desafío+Transformación,Educação,Educação,Social,Em planejamento,Local,Empresas,579,Singlair Noronha Regodeiro Campos,IBM,Tecnologia,CCO,421,Tifani Figueiró Teles Veloso,WWF,Conservação Ambiental,CTO,2
579,Desafío+Transformación,Educação,Educação,Social,Em planejamento,Local,Empresas,579,Singlair Noronha Regodeiro Campos,IBM,Tecnologia,CCO,540,Adelaine Braga Boeira,Tesla,Tecnologia Automotiva,COO,2
579,Desafío+Transformación,Educação,Educação,Social,Em planejamento,Local,Empresas,579,Singlair Noronha Regodeiro Campos,IBM,Tecnologia,CCO,550,Leles Amoedo Sampaio,Apple,Tecnologia,CFO,2
579,Desafío+Transformación,Educação,Educação,Social,Em planejamento,Local,Empresas,579,Singlair Noronha Regodeiro Campos,IBM,Tecnologia,CCO,618,Raele Figueira Quinaz Valido,LinkedIn,Tecnologia e Networking,CHRO,2
579,Desafío+Transformación,Educação,Educação,Social,Em planejamento,Local,Empresas,579,Singlair Noronha Regodeiro Campos,IBM,Tecnologia,CCO,972,Marcionei Monsanto Parreir,Iguatemi,Varejo,CFO,2
579,Desafío+Transformación,Educação,Educação,Social,Em planejamento,Local,Empresas,579,Singlair Noronha Regodeiro Campos,IBM,Tecnologia,CCO,1088,Obadia Galante,Eli Lilly and Company,Farmacêutica,CCO,2
579,Desafío+Transformación,Educação,Educação,Social,Em planejamento,Local,Empresas,579,Singlair Noronha Regodeiro Campos,IBM,Tecnologia,CCO,1224,Celimaria Paranhos Miguel,SpaceX,Aeroespacial,Embaixador,2
580,Projeto de Reciclagem de Eletroeletrônicos,"Tecnologia, Sustentabilidade",Tecnologia e Inovação,Ambiental,Em andamento,Local,Empresas,580,Juciliano Parracho Quinteiro,IBM,Tecnologia,CFO,70,Simelia Castanheira Carvalho Castanheda,Adobe,Software,CFO,4
580,Projeto de Reciclagem de Eletroeletrônicos,"Tecnologia, Sustentabilidade",Tecnologia e Inovação,Ambiental,Em andamento,Local,Empresas,580,Juciliano Parracho Quinteiro,IBM,Tecnologia,CFO,95,Deusomar Queirós,UN Refugee Agency (UNHCR),Direitos Humanos,CEO,1
580,Projeto de Reciclagem de Eletroeletrônicos,"Tecnologia, Sustentabilidade",Tecnologia e Inovação,Ambiental,Em andamento,Local,Empresas,580,Juciliano Parracho Quinteiro,IBM,Tecnologia,CFO,621,Dinari Cadaval Cavaco,Google,Tecnologia,CTO,4
580,Projeto de Reciclagem de Eletroeletrônicos,"Tecnologia, Sustentabilidade",Tecnologia e Inovação,Ambiental,Em andamento,Local,Empresas,580,Juciliano Parracho Quinteiro,IBM,Tecnologia,CFO,1277,Sizue Goulart Patrício Macieira,Google,Tecnologia para desenvolvimento,COO,4
581,UrbanMobility Solutions,Tecnologia,Tecnologia e Inovação,"Ambiental, Econômico",Em andamento,Local,População,581,Noemi Saldanha Tigre,IBM,Tecnologia,CMO,29,Adrieni Vale Madureira Moita,Ministério da Saúde,Governo,COO,4
581,UrbanMobility Solutions,Tecnologia,Tecnologia e Inovação,"Ambiental, Econômico",Em andamento,Local,População,581,Noemi Saldanha Tigre,IBM,Tecnologia,CMO,62,Julinda Caminha Vilanova,Saatchi & Saatchi,Publicidade,CFO,4
581,UrbanMobility Solutions,Tecnologia,Tecnologia e Inovação,"Ambiental, Econômico",Em andamento,Local,População,581,Noemi Saldanha Tigre,IBM,Tecnologia,CMO,221,Saldanha Santana,Synthetic Genomics,Biotecnologia,CCO,4
581,UrbanMobility Solutions,Tecnologia,Tecnologia e Inovação,"Ambiental, Econômico",Em andamento,Local,População,581,Noemi Saldanha Tigre,IBM,Tecnologia,CMO,495,Auberio Mirandela,Uber,Transporte e Tecnologia,CFO,4
581,UrbanMobility Solutions,Tecnologia,Tecnologia e Inovação,"Ambiental, Econômico",Em andamento,Local,População,581,Noemi Saldanha Tigre,IBM,Tecnologia,CMO,626,Rosangela Velasco,Toyota,Automotivo,CHRO,4
581,UrbanMobility Solutions,Tecnologia,Tecnologia e Inovação,"Ambiental, Econômico",Em andamento,Local,População,581,Noemi Saldanha Tigre,IBM,Tecnologia,CMO,655,Kaise Malho,The Nature Conservancy,Conservação Ambiental,CEO,4
581,UrbanMobility Solutions,Tecnologia,Tecnologia e Inovação,"Ambiental, Econômico",Em andamento,Local,População,581,Noemi Saldanha Tigre,IBM,Tecnologia,CMO,669,Lorelai Lameira,Kroton,Educação,CFO,4
581,UrbanMobility Solutions,Tecnologia,Tecnologia e Inovação,"Ambiental, Econômico",Em andamento,Local,População,581,Noemi Saldanha Tigre,IBM,Tecnologia,CMO,1098,Eliani Cascais Osório,Microsoft,Tecnologia,CTO,4
581,UrbanMobility Solutions,Tecnologia,Tecnologia e Inovação,"Ambiental, Econômico",Em andamento,Local,População,581,Noemi Saldanha Tigre,IBM,Tecnologia,CMO,1417,Adnamar Farinha Pimentel Benevides,Google,Cultura e liderança,CLO,4
582,Desenvolvimento de Nanorrobôs para Medicina,Científico,Ciência e Pesquisa,"Social, Científico",Em andamento,Local,Empresas,582,Gerlian Antunes Goulart Pinho,IBM,Tecnologia,CHRO,519,Wingrid Camarinho,Siemens,Tecnologia e Engenharia,COO,3
